id_reserva,fecha_reserva,destino,nombre_tour,tipo_tour,pax_adultos,pax_ninos,pais_origen,idioma_guia,precio_unitario,ingreso_total,duracion_horas,calificacion,metodo_pago,estado_reserva,id_guia,temporada,mes,anio,email_contacto
RES01700,2022-08-04,Cancun,Isla Mujeres,Grupal,6,3.0,Estados Unidos,Italiano,898.11,6735.82,8.1,5.0,,Pendiente,G035,Alta,8,2022,cliente401@hotmail.com
RES02210,2023-03-17,Chichen Itza,Valladolid + Chichen Itza,Privado,2,0.0,Estados Unidos,Español,1998.78,3997.56,200.0,4.7,Tarjeta credito,Completada,G037,Alta,3,2023,cliente9618@icloud.com
RES02381,2022-04-10,Playa del Carmen,Quinta Avenida + Cozumel,Privado,3,1.0,Mexico,Ingles,1601.71,5605.99,5.3,3.0,Tarjeta credito,Completada,G013,Alta,4,2022,cliente9665@gmail.com
RES03873,2023-02-13,Tulum,Sian Ka'an,Privado,2,0.0,Colombia,Español,1251.09,2502.18,6.3,5.0,Tarjeta debito,Completada,G014,Baja,2,2023,@dominio.com
RES00784,2021-03-03,,Izamal + Merida,Grupal,17,5.0,Canada,Ingles,804.38,15685.41,7.3,4.2,Tarjeta credito,Confirmada,G039,Alta,3,2021,
RES00536,2023-02-21,Bacalar,Laguna de los 7 Colores,Grupal,8,4.0,Mexico,Español,767.62,7676.2,3.4,4.3,Transferencia,Confirmada,G038,Baja,2,2023,cliente286@outlook.com
RES04146,2023-10-21,Bacalar,Fuerte de San Felipe,Privado,3,1.0,Francia,Español,1333.15,4666.03,5.3,4.0,Tarjeta debito,Cancelada,G005,Media,10,2023,cliente2325@gmail.com
RES01781,2022-05-03,Playa del Carmen,Xel-Ha,Privado,1,0.0,Mexico,,1250.68,1250.68,,5.0,Efectivo,Cancelada,G027,Media,5,2022,cliente1913@outlook.com
RES05833,2022-02-26,Bacalar,Kayak Canales,Grupal,7,2.0,Mexico,Aleman,756.77,6054.16,9.9,4.8,Tarjeta credito,Completada,G036,Baja,2,2022,cliente5555@outlook.com
RES01195,2023-10-05,Uxmal,Ruta Puuc,Grupal,17,2.0,Reino Unido,Aleman,944.66,17003.88,10.1,5.0,Tarjeta debito,Completada,G014,Media,10,2023,cliente9271@hotmail.com
RES03606,2023-09-16,Akumal,Cenote Yalku,Grupal,9,2.0,Estados Unidos,Español,646.58,6465.8,4.7,4.3,Tarjeta debito,Pendiente,G015,Baja,9,2023,cliente7931@hotmail.com
RES05785,2021-01-18,Tulum,Cenote Gran Cenote,Privado,4,2.0,Estados Unidos,Español,1171.38,5856.9,10.4,5.0,Tarjeta credito,Completada,G013,Baja,1,2021,cliente9473@yahoo.com
RES01596,2021-10-31,Akumal,Snorkel Tortugas Akumal,Grupal,5,0.0,Estados Unidos,Ingles,775.43,3877.15,6.1,3.7,Efectivo,Completada,G021,Media,10,2021,cliente9098@yahoo.com
RES01738,2021-03-08,Merida,Izamal + Merida,Grupal,20,6.0,Mexico,Frances,782.68,18001.64,7.3,3.3,Paypal,Completada,G025,Alta,3,2021,cliente9470@gmail.com
RES01534,2023-07-21,Holbox,Avistamiento Tiburon Ballena,Grupal,9,0.0,Mexico,Español,1298.61,11687.49,3.7,4.8,Paypal,Completada,G033,Alta,7,2023,cliente7846@gmail.com
RES05523,2022-09-04,Cozumel,Snorkel El Cielo,Grupal,6,1.0,Canada,Español,869.85,5654.03,7.0,4.8,Efectivo,Completada,G006,Baja,9,2022,cliente8696@hotmail.com
RES04054,2023-07-17,Uxmal,Uxmal + Kabah,Privado,1,0.0,Canada,Portugues,1706.65,1706.65,3.6,4.6,,Completada,G030,Alta,7,2023,cliente7621@yahoo.com
RES05303,2021-02-25,Holbox,Tour Isla Holbox,Privado,3,0.0,Estados Unidos,Ingles,1255.22,3765.66,9.7,4.9,Tarjeta debito,Completada,G036,Baja,2,2021,cliente4622@outlook.com
RES00264,2022-05-24,Playa del Carmen,Xcaret,Grupal,15,4.0,Mexico,Ingles,784.77,13341.09,8.3,2.8,Paypal,Completada,G019,Media,5,2022,cliente2931@icloud.com
RES00626,2023-06-18,Merida,Centro Historico Merida,Grupal,8,3.0,Belgica,Italiano,672.44,6388.18,6.8,4.1,Tarjeta debito,Cancelada,G036,Media,6,2023,cliente1622@yahoo.com
RES03205,2022-03-11,Chichen Itza,Valladolid + Chichen Itza,Grupal,4,1.0,Estados Unidos,Aleman,1325.9,5966.55,2.6,3.7,Transferencia,Completada,G003,Alta,3,2022,
RES04906,2021-09-20,Cozumel,Snorkel El Cielo,Grupal,13,2.0,Mexico,Ingles,931.54,13041.56,9.8,3.2,Tarjeta debito,Cancelada,G004,Baja,9,2021,cliente6667@hotmail.com
RES00178,2023-10-13,Merida,Centro Historico Merida,Grupal,5,0.0,Italia,Ingles,691.63,3458.15,3.5,5.0,Tarjeta credito,Completada,G006,Media,10,2023,cliente9599@gmail.com
RES01173,2022-02-04,Akumal,Cenote Yalku,Grupal,-11,0.0,Mexico,Italiano,677.68,7454.48,7.0,5.0,Paypal,Completada,G024,Baja,2,2022,cliente1836@hotmail.com
RES02942,2023-05-11,Chichen Itza,Chichen Itza + Cenote Ik Kil,Privado,3,0.0,Estados Unidos,Español,1683.03,5049.09,4.0,4.9,Transferencia,Completada,G023,Media,5,2023,cliente6149@gmail.com
RES05170,2022-07-20,Bacalar,Fuerte de San Felipe,Grupal,7,1.0,Mexico,Español,1077.0,8077.5,4.3,4.1,Transferencia,Completada,G039,Alta,7,2022,cliente7430@gmail.com
RES02827,2021-09-01,Chichen Itza,Chichen Itza + Cenote Ik Kil,Privado,4,2.0,Francia,Español,1491.71,7458.55,9.2,4.4,Tarjeta debito,Completada,,Baja,9,2021,cliente5076@icloud.com
RES00157,2022-09-07,Tulum,Cenote Gran Cenote,Privado,4,0.0,Italia,Español,1217.0,4868.0,6.6,5.0,Transferencia,Cancelada,G021,Baja,9,2022,cliente3044@gmail.com
RES03619,2021-01-05,Cancun,Zona Hotelera Tour,Grupal,10,3.0,Japon,Español,692.56,7964.44,8.2,3.1,Transferencia,Completada,G010,Baja,1,2021,cliente2053@icloud.com
RES02143,2022-02-16,Uxmal,Uxmal + Kabah,Privado,3,0.0,Francia,Portugues,1308.98,3926.94,6.7,5.0,Tarjeta credito,Completada,G025,Baja,2,2022,cliente9182@hotmail.com
RES01544,2023-11-01,Playa del Carmen,Quinta Avenida + Cozumel,Privado,1,0.0,Colombia,Español,1330.49,1330.49,2.9,4.7,Efectivo,Completada,G017,Media,11,2023,cliente9937@outlook.com
RES01774,2021-08-16,Holbox,Punta Mosquito,Grupal,6,,Mexico,,1381.61,9671.27,10.2,3.9,,Completada,G010,Alta,8,2021,cliente9927@outlook.com
RES00032,2022-05-12,Cozumel,Tour Isla Cozumel,Privado,3,,,Español,1538.14,5383.49,4.0,4.7,Efectivo,Confirmada,G011,Media,5,2022,cliente1471@hotmail.com
RES01673,2024-01-07,Cancun,Laguna Nichupte,Grupal,13,3.0,Reino Unido,,668.31,9690.49,5.0,3.3,Tarjeta debito,Cancelada,G016,Baja,1,2024,cliente289@icloud.com
RES04136,2022-09-29,Cancun,Laguna Nichupte,Grupal,5,1.0,Mexico,Español,598.57,3292.14,,4.2,Tarjeta debito,Completada,G030,Baja,9,2022,cliente8454@icloud.com
RES05610,2022-09-05,Uxmal,Ruta Puuc,Grupal,7,3.0,Australia,Español,882.37,7500.15,5.0,4.9,Tarjeta debito,Completada,G010,Baja,9,2022,sinArroba.com
RES03765,2021-01-13,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,19,4.0,España,,1007.23,21151.83,7.3,3.7,,Completada,G029,Baja,1,2021,cliente8493@icloud.com
RES05997,2021-12-18,Cozumel,Snorkel El Cielo,Grupal,10,,Italia,Italiano,1223.81,14073.81,6.4,5.0,Efectivo,Cancelada,G002,Alta,12,2021,cliente4287@yahoo.com
RES00309,2022-06-23,,Isla Mujeres,Grupal,5,2.0,Holanda,Italiano,725.54,4353.24,9.8,,Tarjeta debito,Cancelada,G029,Media,6,2022,cliente1773@hotmail.com
RES00811,2021-03-11,Holbox,Punta Mosquito,Grupal,-5,0.0,Estados Unidos,Español,1343.33,6716.65,9.7,4.9,Tarjeta credito,Completada,G017,Alta,3,2021,cliente2328@hotmail.com
RES04305,2023-02-10,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,10,0.0,,Portugues,732.83,7328.3,9.3,4.7,Tarjeta credito,Completada,G001,Baja,2,2023,cliente9519@icloud.com
RES00809,2023-10-02,Holbox,Tour Isla Holbox,Grupal,13,3.0,Mexico,Ingles,1094.77,15874.16,3.0,3.6,Paypal,Completada,G028,Media,10,2023,cliente5037@hotmail.com
RES01184,2022-07-11,Holbox,Avistamiento Tiburon Ballena,Privado,1,0.0,Estados Unidos,Español,1761.85,1761.85,6.7,5.0,Tarjeta debito,Completada,G010,Alta,7,2022,cliente302@yahoo.com
RES02145,2021-02-18,Tulum,Cenote Gran Cenote,Grupal,6,2.0,Estados Unidos,Español,780.96,5466.72,7.5,3.7,Paypal,Completada,G039,Baja,2,2021,cliente6735@hotmail.com
RES04384,2021-02-01,Bacalar,Laguna de los 7 Colores,Grupal,7,0.0,Alemania,Español,803.52,5624.64,,4.8,Tarjeta debito,Completada,G003,Baja,2,2021,cliente441@icloud.com
RES04833,2023-10-03,Uxmal,Ruta Puuc,Grupal,5,1.0,Mexico,Español,1072.78,5900.29,4.4,5.0,Efectivo,Pendiente,G021,Media,10,2023,cliente2536@yahoo.com
RES03199,2022-11-21,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,12,5.0,Mexico,Español,804.81,11669.74,,4.3,Transferencia,Confirmada,G035,Media,11,2022,cliente5489@hotmail.com
RES02938,2021-04-30,Uxmal,Uxmal + Kabah,Grupal,5,1.0,Estados Unidos,Español,1278.18,7029.99,9.7,3.7,Tarjeta debito,Pendiente,G031,Alta,4,2021,cliente6394@outlook.com
RES05852,2024-03-29,Uxmal,Uxmal + Kabah,Grupal,8,4.0,Canada,Ingles,1311.22,13112.2,4.1,5.0,Tarjeta debito,Completada,G017,Alta,3,2024,cliente1242@hotmail.com
RES04863,2022-02-17,Playa del Carmen,Xel-Ha,Grupal,9,2.0,Mexico,Español,741.17,7411.7,2.6,3.8,Tarjeta debito,Confirmada,G030,Baja,2,2022,@dominio.com
RES03406,2023-07-24,Akumal,Cenote Yalku,Grupal,10,4.0,Canada,Ingles,1054.71,12656.52,6.6,3.6,Transferencia,Cancelada,,Alta,7,2023,usuario.dominio.com
RES05187,2023-11-12,Uxmal,Ruta Puuc,Grupal,19,8.0,Canada,,1016.96,23390.08,5.9,5.0,Transferencia,Pendiente,G021,Media,11,2023,cliente1600@yahoo.com
RES03353,2023-02-02,Bacalar,Laguna de los 7 Colores,Grupal,16,1.0,Mexico,Español,826.58,13638.57,5.5,1.0,Efectivo,Completada,G037,Baja,2,2023,cliente657@outlook.com
RES04481,2021-05-04,Cancun,Snorkel Arrecife,Grupal,10,0.0,Estados Unidos,Portugues,765.26,7652.6,7.0,5.0,,Confirmada,G033,Media,5,2021,cliente2946@icloud.com
RES00539,2021-05-08,Bacalar,Kayak Canales,Grupal,15,3.0,Mexico,Español,984.01,16236.16,9.8,2.6,Efectivo,Confirmada,G005,Media,5,2021,cliente1284@gmail.com
RES02623,2023-10-22,Playa del Carmen,Xel-Ha,Grupal,6,3.0,Mexico,Ingles,841.33,6309.98,4.3,5.0,Efectivo,Completada,G032,Media,10,2023,
RES01087,2022-12-04,Tulum,Cenote Dos Ojos,Privado,3,0.0,Canada,,1610.38,4831.14,8.3,,Efectivo,Completada,G006,Alta,12,2022,cliente6519@yahoo.com
RES04398,2024-03-04,Merida,Izamal + Merida,Privado,4,2.0,Mexico,Frances,1234.83,6174.15,3.0,3.0,Paypal,Completada,G019,Alta,3,2024,cliente2132@yahoo.com
RES03752,2023-08-19,Merida,Centro Historico Merida,Grupal,20,3.0,Japon,Español,839.26,18044.09,5.8,3.9,Transferencia,Completada,G039,Alta,8,2023,cliente6286@yahoo.com
RES00081,2022-01-12,Akumal,Cenote Yalku,Privado,4,2.0,Estados Unidos,,1088.58,5442.9,3.5,,Tarjeta debito,Completada,G004,Baja,1,2022,cliente3946@hotmail.com
RES03246,2021-01-27,Akumal,Cenote Yalku,Privado,3,0.0,Mexico,Español,964.95,2894.85,6.4,,Efectivo,Completada,G014,Baja,1,2021,
RES01972,2023-02-19,Chichen Itza,Valladolid + Chichen Itza,Grupal,6,1.0,Mexico,Italiano,1037.02,6740.63,3.2,2.9,Tarjeta credito,Completada,G015,Baja,2,2023,cliente5774@icloud.com
RES03860,2021-03-22,Akumal,Cenote Yalku,Grupal,17,6.0,Brasil,Español,1028.91,20578.2,7.9,4.1,Tarjeta credito,Confirmada,G009,Alta,3,2021,cliente7151@yahoo.com
RES00502,2022-02-17,Holbox,Punta Mosquito,Grupal,16,7.0,Mexico,Español,952.9,18581.55,2.8,4.7,Efectivo,Completada,G008,Baja,2,2022,cliente5693@outlook.com
RES03134,2021-12-14,Akumal,Cenote Yalku,Privado,1,0.0,Canada,Portugues,1495.94,1495.94,2.6,4.3,Tarjeta credito,Completada,G033,Alta,12,2021,cliente3343@yahoo.com
RES01952,2023-11-21,Chichen Itza,Valladolid + Chichen Itza,Grupal,17,,Mexico,Español,99999.0,24735.17,8.0,3.7,,Completada,G034,Media,11,2023,cliente5780@gmail.com
RES03711,2021-01-11,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,11,0.0,Estados Unidos,Ingles,967.16,10638.76,3.2,3.8,Tarjeta credito,Confirmada,G036,Baja,1,2021,cliente2633@gmail.com
RES04087,2021-12-06,Bacalar,Fuerte de San Felipe,Grupal,18,6.0,Francia,Ingles,1023.67,21497.07,10.4,5.0,Efctivo,Cancelada,G027,Alta,12,2021,
RES05972,2023-11-12,Uxmal,Ruta Puuc,Privado,2,0.0,Estados Unidos,Español,1585.51,3171.02,8.4,1.7,Efectivo,Completada,G012,Media,11,2023,cliente8473@outlook.com
RES01506,2023-07-24,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,12,6.0,Mexico,Español,1080.6,16209.0,2.7,3.8,Efectivo,Completada,G030,Alta,7,2023,cliente2199@outlook.com
RES01224,2021-11-12,Akumal,Cenote Yalku,Privado,2,1.0,Canada,Ingles,1200.92,3002.3,4.6,4.9,tarjeta credito,Completada,G018,Media,11,2021,cliente729@icloud.com
RES01655,2023-10-31,Bacalar,Fuerte de San Felipe,Privado,3,0.0,Estados Unidos,Frances,1417.1,4251.3,4.9,3.7,Tarjeta debito,Completada,G039,Media,10,2023,cliente2307@gmail.com
RES03661,2022-06-04,Cancun,Zona Hotelera Tour,Grupal,6,1.0,Mexico,Español,823.88,5355.22,,5.0,Tarjeta debito,Completada,G031,Media,6,2022,
RES04007,2023-06-28,Cozumel,Buceo Arrecife Palancar,Privado,1,0.0,Mexico,Español,1592.77,1592.77,6.5,4.0,Crypto,Completada,G015,Media,6,2023,cliente3665@gmail.com
RES05454,2022-04-08,Bacalar,Fuerte de San Felipe,Grupal,18,4.0,Alemania,Italiano,1130.26,22605.2,2.5,4.1,Transferencia,Completada,G018,Alta,4,2022,cliente1394@outlook.com
RES00158,2021-08-29,Playa del Carmen,Xcaret,Grupal,5,2.0,Argentina,Español,1056.7,6340.2,5.6,4.7,,Completada,,Alta,8,2021,cliente5963@hotmail.com
RES03373,2023-02-08,Bacalar,Kayak Canales,Grupal,19,9.0,Canada,Ingles,743.23,17465.9,8.1,3.7,Paypal,Completada,G006,Baja,2,2023,cliente4591@gmail.com
RES05346,2022-09-10,Merida,Centro Historico Merida,Grupal,17,2.0,Francia,Español,575.55,10359.9,7.7,3.8,TARJETA CREDITO,Completada,G014,Baja,9,2022,cliente1872@outlook.com
RES00788,2021-04-22,Cozumel,Buceo Arrecife Palancar,Grupal,12,0.0,Francia,Ingles,1395.03,16740.36,8.3,4.1,Efctivo,Cancelada,G022,Alta,4,2021,cliente537@gmail.com
RES00234,2023-07-31,Cancun,Isla Mujeres,Privado,1,0.0,Canada,Frances,1355.1,1355.1,5.0,3.0,Efectivo,Completada,G030,Alta,7,2023,cliente369@outlook.com
RES00470,2021-04-24,Bacalar,Laguna de los 7 Colores,Privad0,1,0.0,Mexico,Italiano,1562.09,1562.09,9.0,5.0,Efectivo,Completada,G020,Alta,4,2021,cliente5116@outlook.com
RES05978,2021-02-20,Bacalar,Kayak Canales,Grupal,18,9.0,Alemania,Español,840.37,18908.33,9.2,4.2,Tarjeta credito,Completada,G006,Baja,2,2021,cliente1839@hotmail.com
RES05966,2024-03-06,Uxmal,Ruta Puuc,Grupal,12,3.0,Mexico,Español,1315.33,17756.95,5.0,5.0,Tarjeta debito,Completada,G033,Alta,3,2024,cliente4140@outlook.com
RES04880,2021-10-18,Merida,Izamal + Merida,Grupal,7,1.0,Mexico,Portugues,765.79,5743.42,,,Tarjeta credito,Completada,G003,Media,10,2021,cliente1503@icloud.com
RES01164,2021-03-19,Playa del Carmen,Quinta Avenida + Cozumel,Privado,4,1.0,Mexico,Ingles,1679.58,7558.11,5.3,3.3,Transferencia,Cancelada,G010,Alta,3,2021,cliente496@yahoo.com
RES05877,2021-05-11,Uxmal,Uxmal + Kabah,Grupal,15,1.0,Mexico,Aleman,1066.32,16527.96,8.7,5.0,Efectivo,Completada,G040,Media,5,2021,cliente5433@yahoo.com
RES05871,2022-12-18,Tulum,Sian Ka'an,Privado,2,0.0,Francia,Italiano,1866.01,3732.02,10.0,4.7,Tarjeta debito,Completada,,Alta,12,2022,cliente7166@outlook.com
RES05720,2023-05-25,Cancun,Laguna Nichupte,Grupal,19,9.0,Mexico,Español,693.98,16308.53,5.1,1.0,Tarjeta debito,Completada,G036,Media,5,2023,cliente5545@outlook.com
RES01003,2022-04-01,Cozumel,Tour Isla Cozumel,Grupal,10,1.0,Mexico,Español,1348.12,14155.26,8.2,4.6,Efectivo,Completada,G009,Alta,4,2022,cliente3940@gmail.com
RES03086,2022-07-08,Akumal,Snorkel Tortugas Akumal,Grupal,7,2.0,Estados Unidos,Español,1049.06,8392.48,3.9,4.0,Crypto,Completada,G034,Alta,7,2022,cliente3490@outlook.com
RES04856,2023-06-03,Tulum,Sian Ka'an,Grupal,18,9.0,Brasil,Español,910.07,20476.58,4.7,4.1,Efectivo,Completada,G023,Media,6,2023,cliente5768@yahoo.com
RES01048,2022-07-26,Uxmal,Uxmal + Kabah,Grupal,20,4.0,Japon,Español,1254.67,27602.74,9.9,4.1,Efectivo,Completada,G030,Alta,7,2022,@dominio.com
RES00402,2023-02-01,Merida,Centro Historico Merida,Grupal,8,2.0,Mexico,Ingles,642.84,5785.56,7.8,,Paypal,Completada,G023,Baja,2,2023,cliente9598@icloud.com
RES00997,2023-02-03,,Punta Mosquito,Grupal,16,6.0,España,Frances,976.33,18550.27,7.8,5.0,Efectivo,Completada,G038,Baja,2,2023,sinArroba.com
RES02413,2022-12-20,Bacalar,Fuerte de San Felipe,Privado,4,2.0,Reino Unido,Ingles,1635.74,8178.7,10.1,4.1,Tarjeta debito,Completada,G005,Alta,12,2022,
RES03194,2023-07-10,Bacalar,Laguna de los 7 Colores,Grupal,17,0.0,Estados Unidos,Italiano,1139.22,19366.74,3.4,3.6,T. Credito,Cancelada,G013,Alta,7,2023,cliente5590@icloud.com
RES01965,2022-06-04,Merida,Centro Historico Merida,Privado,3,1.0,Canada,Ingles,1043.23,3651.31,8.7,3.1,Paypal,Completada,G003,Media,6,2022,cliente5294@outlook.com
RES02349,2022-12-14,Cozumel,Snorkel El Cielo,Grupal,20,8.0,Colombia,Aleman,1325.39,31809.36,8.6,4.7,Tarjeta credito,Completada,G007,Alta,12,2022,cliente5657@hotmail.com
RES01733,2021-09-14,Merida,Centro Historico Merida,Privado,1,0.0,Mexico,Español,974.08,974.08,5.0,3.2,Efectivo,Completada,G030,Baja,9,2021,cliente6602@outlook.com
RES03834,2023-07-06,Uxmal,Ruta Puuc,Grupal,17,3.0,,,1201.29,22223.86,5.0,3.8,Tarjeta debito,Completada,G008,Alta,7,2023,@dominio.com
RES05600,2023-01-11,Cozumel,Buceo Arrecife Palancar,Grupal,18,3.0,Francia,Ingles,880.03,17160.58,2.6,5.0,,Pendiente,G034,Baja,1,2023,cliente6398@gmail.com
RES05697,2023-02-05,Merida,Izamal + Merida,Grupal,13,0.0,,Ingles,612.98,7968.74,,4.6,Efectivo,Pendiente,G034,Baja,2,2023,usuario.dominio.com
RES02708,2021-12-24,Bacalar,Kayak Canales,Grupal,17,3.0,Suecia,,1012.89,18738.47,10.3,4.3,Efectivo,Cancelada,G029,Alta,12,2021,cliente6210@gmail.com
RES05143,2023-10-10,Chichen Itza,Valladolid + Chichen Itza,Grupal,19,,Estados Unidos,Aleman,1298.43,25319.39,7.3,,Tarjeta credito,Pendiente,G032,Media,10,2023,cliente7641@outlook.com
RES00562,2023-01-23,Akumal,Cenote Yalku,Grupal,18,7.0,Canada,Español,687.9,14789.85,8.7,3.6,Efectivo,Completada,G038,Baja,1,2023,cliente9717@yahoo.com
RES02620,2024-02-23,Merida,Centro Historico Merida,Grupal,20,3.0,Estados Unidos,Español,594.66,12785.19,,4.8,Tarjeta credito,Cancelada,G033,Baja,2,2024,cliente638@outlook.com
RES01729,2021-05-07,Cancun,Snorkel Arrecife,Grupal,13,2.0,Mexico,Frances,741.02,10374.28,8.6,3.9,,Completada,G029,Media,5,2021,cliente9373@hotmail.com
RES02573,19/12/2021,Holbox,Avistamiento Tiburon Ballena,Grupal,6,0.0,Estados Unidos,Ingles,1259.71,7558.26,4.5,1.3,Tarjeta credito,Completada,G030,Alta,12,2021,
RES04960,2021-11-02,Chichen Itza,Valladolid + Chichen Itza,Grupal,10,2.0,Estados Unidos,Español,1162.06,12782.66,7.2,5.0,Tarjeta debito,Completada,G026,Media,11,2021,
RES00684,2023-10-18,Playa del Carmen,Xcaret,Grupal,19,5.0,Canada,Español,821.56,17663.54,10.4,5.0,Efectivo,Pendiente,G019,Media,10,2023,cliente3756@icloud.com
RES00320,2024-03-30,Merida,Izamal + Merida,Grupal,17,2.0,Mexico,Frances,778.48,14012.64,9.8,5.0,Tarjeta debito,Completada,G034,Alta,3,2024,cliente7922@outlook.com
RES02418,2024-03-31,Playa del Carmen,Xcaret,Privado,2,1.0,Italia,,1528.19,3820.48,2.9,,Tarjeta debito,Confirmada,G016,Alta,3,2024,cliente1462@icloud.com
RES04140,2022-06-15,Cancun,Snorkel Arrecife,Privado,1,,Mexico,Ingles,1222.73,1222.73,10.2,1.0,Efectivo,Completada,G021,Media,6,2022,cliente9548@gmail.com
RES01076,2021-03-31,Akumal,Cenote Yalku,Privado,2,0.0,Estados Unidos,Español,1424.64,2849.28,9.0,5.0,,Completada,G010,Alta,3,2021,cliente6624@hotmail.com
RES04128,2022-12-18,Cozumel,Snorkel El Cielo,Privado,3,0.0,,Portugues,1861.44,5584.32,8.8,4.1,Tarjeta debito,Completada,G011,Alta,12,2022,cliente7358@gmail.com
RES04540,2023-03-07,Cozumel,Tour Isla Cozumel,Privado,4,2.0,Mexico,Ingles,1891.45,9457.25,5.1,4.3,Tarjeta credito,Pendiente,G007,Alta,3,2023,cliente3008@icloud.com
RES04196,2021-07-24,Tulum,Cenote Dos Ojos,Grupal,10,1.0,Holanda,Español,1175.54,12343.17,2.7,3.2,Paypal,Confirmada,G015,Alta,7,2021,cliente1351@icloud.com
RES02043,2022-04-13,Holbox,Punta Mosquito,Grupal,15,1.0,Canada,Aleman,1191.68,18471.04,2.6,4.0,Tarjeta debito,Completada,G013,Alta,4,2022,cliente2260@hotmail.com
RES04794,2023-02-16,Akumal,Cenote Yalku,Grupal,15,,Mexico,Español,648.74,10055.47,3.5,1.1,Efectivo,Completada,G016,Baja,2,2023,cliente8753@outlook.com
RES01075,2021-08-23,Merida,Centro Historico Merida,Grupal,8,2.0,Mexico,Español,840.95,7568.55,2.9,4.0,,Completada,G022,Alta,8,2021,usuario@
RES03850,2021-01-10,Cozumel,Snorkel El Cielo,Privado,1,0.0,Italia,Frances,1295.76,1295.76,9.3,4.8,Efectivo,Completada,G021,Baja,1,2021,cliente5640@yahoo.com
RES04429,2022-01-18,Cancun,Zona Hotelera Tour,Grupal,6,0.0,Estados Unidos,Español,698.05,4188.3,6.4,4.0,Tarjeta credito,Completada,G031,Baja,1,2022,cliente9278@yahoo.com
RES00051,2021-03-31,Chichen Itza,Valladolid + Chichen Itza,Grupal,19,7.0,Mexico,,1424.28,32046.3,4.7,4.0,Crypto,Completada,G013,Alta,3,2021,cliente1134@outlook.com
RES02810,2021-05-24,Cozumel,Tour Isla Cozumel,Grupal,9,1.0,Holanda,Español,1056.33,10035.13,5.0,5.0,Efectivo,Completada,G038,Media,5,2021,cliente1173@outlook.com
RES03443,2023-06-25,Chichen Itza,Valladolid + Chichen Itza,Grupal,8,1.0,,Español,1298.12,11034.02,2.7,5.0,Transferencia,Completada,G034,Media,6,2023,cliente2799@icloud.com
RES03412,2023-08-01,Cozumel,Buceo Arrecife Palancar,Grupal,17,2.0,Mexico,Ingles,1315.01,23670.18,7.6,5.0,Tarjeta debito,Completada,G039,Alta,8,2023,cliente9390@hotmail.com
RES03635,2022-05-02,Cozumel,Tour Isla Cozumel,Privado,3,1.0,Mexico,Ingles,1665.39,5828.87,5.7,5.0,Tarjeta debito,Completada,G033,Media,5,2022,
RES04123,2023-04-25,Cozumel,Buceo Arrecife Palancar,Grupal,13,6.0,Mexico,Portugues,1432.16,22914.56,7.0,,Transferencia,Completada,G008,Alta,4,2023,cliente8095@yahoo.com
RES04852,2022-09-24,Holbox,Punta Mosquito,Privado,2,1.0,Estados Unidos,Frances,1269.17,3172.93,3.7,3.2,Tarjeta debito,Pendiente,G005,Baja,9,2022,
RES03505,2022-06-22,Merida,Izamal + Merida,Grupal,17,6.0,Estados Unidos,Ingles,721.73,14434.6,3.9,4.7,Efectivo,Confirmada,G018,Media,6,2022,cliente2430@icloud.com
RES04841,2023-11-05,Cozumel,Buceo Arrecife Palancar,Grupal,20,8.0,Reino Unido,Español,1063.34,25520.16,6.0,5.0,Tarjeta debito,Completada,G038,Media,11,2023,cliente4833@gmail.com
RES03897,2024-01-01,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,15,3.0,Estados Unidos,Portugues,1057.59,17450.23,8.1,3.9,Tarjeta debito,Completada,G039,Baja,1,2024,cliente3159@yahoo.com
RES02821,2022-12-20,Holbox,Punta Mosquito,Privado,3,1.0,Estados Unidos,Español,1887.87,6607.55,5.0,5.0,Tarjeta credito,Completada,G005,Alta,12,2022,cliente7735@outlook.com
RES01917,2021-02-02,Akumal,Snorkel Tortugas Akumal,Grupal,18,7.0,Alemania,Ingles,665.65,14311.48,7.0,1.7,Efectivo,Confirmada,G030,Baja,2,2021,
RES02115,2021-09-09,Bacalar,Laguna de los 7 Colores,Privado,1,0.0,Mexico,Español,1072.55,1072.55,3.3,4.8,Tarjeta credito,Cancelada,G013,Baja,9,2021,cliente8040@outlook.com
RES04507,2022-07-24,Tulum,Cenote Dos Ojos,Grupal,15,4.0,Polonia,Español,1123.93,19106.81,9.1,5.0,Tarjeta debito,Cancelada,G025,Alta,7,2022,cliente3041@gmail.com
RES05316,2021-10-31,Cancun,Isla Mujeres,Grupal,5,1.0,Mexico,Español,816.2,4489.1,2.6,4.6,Tarjeta debito,Confirmada,G026,Media,10,2021,cliente2512@gmail.com
RES01508,2023-02-17,Tulum,Ruinas de Tulum,Grupal,18,6.0,Mexico,Ingles,884.8,18580.8,3.8,4.8,Transferencia,Completada,G040,Baja,2,2023,cliente7651@outlook.com
RES00466,2022-03-21,Cancun,Isla Mujeres,Grupal,19,2.0,Mexico,Español,879.59,17591.8,7.6,5.0,Efectivo,Completada,,Alta,3,2022,cliente5993@gmail.com
